Time(s) acc_x(g) acc_y(g) acc_z(g) gyr_x(°/s) gyr_y(°/s) gyr_z(°/s) mag_x(G) mag_y(G) mag_z(G) SVM(g) yaw(°) pitch(°) roll(°)
0.000;-0.96;0.02;-0.36;-24.56;13.57;-5.22;159.47;18.17;-159.00;1.03;-49.65;-58.91;-10.16 
0.029;-0.96;-0.11;-0.34;-17.88;15.23;-2.85;157.48;18.17;-160.00;1.02;-49.14;-58.55;-9.81 
0.058;-1.00;-0.20;-0.37;-2.30;16.35;1.60;157.48;18.17;-152.00;1.08;-48.83;-58.15;-9.63 
0.089;-1.03;-0.18;-0.38;14.61;15.51;6.47;156.48;21.04;-152.00;1.11;-48.93;-57.75;-9.67 
0.119;-1.11;-0.06;-0.34;25.67;6.61;7.30;158.47;23.90;-146.00;1.16;-49.52;-57.54;-9.80 
0.149;-1.09;0.01;-0.30;27.97;-5.29;6.47;162.46;21.04;-146.00;1.13;-50.24;-57.49;-10.04 
0.178;-1.02;0.07;-0.34;26.71;-10.64;5.43;168.44;21.04;-147.00;1.08;-51.24;-57.81;-10.20 
0.207;-1.00;0.03;-0.38;24.56;-10.78;5.08;168.44;19.12;-151.00;1.07;-52.28;-58.27;-10.28 
0.236;-0.98;-0.02;-0.34;23.93;-7.65;3.34;171.43;21.99;-153.00;1.04;-53.01;-58.51;-10.50 
0.266;-0.99;-0.02;-0.34;23.93;-3.20;1.95;175.42;18.17;-154.00;1.05;-53.55;-58.56;-10.79 
0.297;-1.00;0.02;-0.37;21.15;-0.42;2.23;176.41;21.04;-155.00;1.07;-53.99;-58.50;-11.10 
0.327;-1.05;0.06;-0.34;15.65;-0.70;1.60;180.40;17.21;-150.00;1.11;-54.56;-58.61;-11.15 
0.357;-1.02;0.02;-0.34;12.31;-2.23;0.42;181.40;20.08;-157.00;1.08;-55.05;-58.74;-11.15 
0.388;-1.02;0.00;-0.34;11.34;-2.85;0.35;182.39;19.12;-152.00;1.08;-55.51;-58.90;-11.13 
0.418;-0.98;-0.02;-0.37;11.34;-0.63;0.35;183.39;16.25;-153.00;1.05;-55.77;-58.87;-11.26 
