Time(s) acc_x(g) acc_y(g) acc_z(g) gyr_x(°/s) gyr_y(°/s) gyr_z(°/s) mag_x(G) mag_y(G) mag_z(G) SVM(g) yaw(°) pitch(°) roll(°)
0.000;1.02;0.23;0.03;8.28;2.30;14.61;287.52;-695.72;140.00;1.05;-84.85;85.03;4.93 
0.031;0.99;0.25;0.01;2.02;1.46;9.18;283.53;-697.64;137.00;1.02;-85.06;85.24;4.72 
0.061;1.02;0.34;0.01;3.97;-1.32;13.50;285.52;-698.60;142.00;1.08;-85.28;85.41;4.55 
0.090;0.98;0.26;-0.06;8.83;-7.86;13.50;277.54;-695.72;144.00;1.02;-85.32;85.58;4.35 
0.120;1.02;0.11;0.00;9.32;5.91;8.56;276.54;-700.52;141.00;1.03;-85.56;85.88;4.03 
0.150;1.02;0.30;0.00;7.72;2.85;4.52;275.54;-698.60;142.00;1.06;-85.66;85.88;4.06 
0.180;1.02;0.31;-0.06;5.98;3.06;6.89;272.54;-701.47;141.00;1.07;-85.66;85.87;4.07 
0.210;1.01;0.25;0.04;2.37;17.53;3.13;268.55;-700.52;139.00;1.04;-85.93;85.99;3.99 
0.240;0.94;0.30;0.18;1.39;21.01;1.32;270.55;-703.39;141.00;1.00;-86.29;85.82;4.17 
0.270;0.93;0.29;0.19;0.21;-5.50;12.10;270.55;-705.31;136.00;0.99;-86.62;85.74;4.20 
0.300;1.02;0.24;0.04;-2.85;-17.11;13.50;267.55;-707.22;138.00;1.05;-86.59;86.00;3.98 
0.330;1.04;0.16;0.01;-3.06;-4.10;8.00;263.56;-706.27;140.00;1.05;-86.61;86.29;3.70 
0.360;1.02;0.18;0.05;-0.63;2.50;2.30;262.56;-704.35;142.00;1.04;-86.74;86.42;3.58 
0.390;1.01;0.24;0.05;0.21;-3.55;2.30;264.56;-707.22;141.00;1.04;-86.70;86.34;3.66 
0.420;0.99;0.28;0.05;-0.56;-7.72;3.62;264.56;-709.14;140.00;1.03;-86.51;86.24;3.76 
0.449;1.00;0.21;0.01;0.83;-8.07;4.87;259.57;-705.31;142.00;1.02;-86.38;86.30;3.69 
0.479;0.98;0.22;0.05;1.67;-8.63;2.23;258.57;-704.35;146.00;1.01;-86.18;86.27;3.70 
0.509;1.04;0.22;0.00;3.27;-6.82;-0.49;263.56;-703.39;148.00;1.06;-85.91;86.14;3.80 
0.540;1.03;0.26;0.02;1.81;-5.91;-0.83;259.57;-707.22;149.00;1.06;-85.60;85.94;3.96 
0.570;1.02;0.26;0.00;0.83;-5.63;-1.60;262.56;-701.47;147.00;1.05;-85.23;85.67;4.19 
0.600;1.02;0.24;0.00;1.25;-3.97;0.70;259.57;-705.31;154.00;1.05;-85.08;85.59;4.23 
0.630;1.01;0.23;0.02;0.70;-3.55;-1.32;261.56;-703.39;153.00;1.04;-84.93;85.51;4.28 
0.660;1.01;0.26;0.02;0.63;-3.76;-1.11;260.56;-702.43;153.00;1.04;-84.76;85.39;4.36 
0.690;1.02;0.26;-0.03;-1.11;-5.50;-0.83;260.56;-701.47;151.00;1.05;-84.47;85.18;4.53 
0.719;1.02;0.22;-0.06;-1.53;-0.42;-0.90;260.56;-703.39;152.00;1.05;-84.24;85.00;4.68 
0.750;1.02;0.27;0.00;-3.48;3.90;-3.20;260.56;-701.47;155.00;1.06;-84.06;84.81;4.89 
0.780;1.02;0.24;0.02;-2.23;0.83;-1.04;261.56;-703.39;152.00;1.05;-84.01;84.72;5.02 
0.809;1.01;0.22;0.00;-0.14;-3.55;0.07;264.56;-700.52;152.00;1.03;-83.88;84.63;5.09 
0.840;1.02;0.26;0.00;-0.63;-2.50;0.07;261.56;-700.52;156.00;1.05;-83.75;84.53;5.16 
0.870;1.02;0.26;-0.05;-1.67;-0.63;0.28;260.56;-702.43;152.00;1.05;-83.66;84.47;5.21 
0.900;1.01;0.23;0.01;-2.02;0.77;0.63;261.56;-698.60;158.00;1.04;-83.56;84.36;5.32 
0.930;1.03;0.23;0.04;-1.46;0.56;-0.28;262.56;-700.52;152.00;1.06;-83.48;84.27;5.43 
0.960;1.02;0.25;0.03;-1.25;-0.28;0.56;263.56;-699.56;154.00;1.05;-83.37;84.15;5.57 
0.990;1.02;0.24;0.00;-1.11;-0.77;1.60;263.56;-699.56;157.00;1.05;-83.33;84.12;5.60 
1.019;1.02;0.24;-0.03;-1.46;0.97;0.83;261.56;-697.64;154.00;1.05;-83.33;84.12;5.60 
1.050;1.02;0.26;0.00;-2.02;1.39;0.70;260.56;-701.47;154.00;1.05;-83.34;84.10;5.62 
1.079;0.99;0.26;0.01;-2.09;-1.39;2.30;266.55;-701.47;155.00;1.02;-83.34;84.10;5.63 
1.109;1.01;0.30;0.00;-1.95;-3.97;2.43;262.56;-698.60;155.00;1.05;-83.24;84.02;5.69 
1.140;1.02;0.26;-0.03;-2.16;-4.03;1.53;262.56;-699.56;156.00;1.05;-83.07;83.90;5.77 
1.170;1.02;0.22;0.00;-1.81;-0.28;1.95;261.56;-698.60;156.00;1.04;-83.02;83.88;5.76 
1.200;1.02;0.23;0.00;-1.32;1.11;1.74;260.56;-701.47;159.00;1.05;-83.05;83.90;5.75 
1.229;1.02;0.24;0.00;-1.04;-0.21;1.39;262.56;-698.60;156.00;1.05;-83.01;83.84;5.82 
1.259;1.02;0.22;0.00;-1.46;-2.57;0.56;258.57;-700.52;155.00;1.04;-82.91;83.76;5.90 
1.289;1.02;0.24;0.02;-1.60;-2.78;1.25;260.56;-698.60;155.00;1.05;-82.82;83.70;5.92 
1.318;1.03;0.22;-0.02;-1.88;-1.11;-0.56;259.57;-695.72;156.00;1.05;-82.74;83.65;5.95 
1.349;1.02;0.24;0.00;-1.53;0.70;-3.06;260.56;-701.47;158.00;1.05;-82.56;83.47;6.14 
1.379;1.02;0.24;0.00;-0.35;-0.28;-0.77;262.56;-699.56;156.00;1.05;-82.48;83.39;6.23 
1.409;1.05;0.19;-0.02;-0.28;-3.34;-0.97;263.56;-699.56;159.00;1.07;-82.39;83.32;6.28 
1.439;1.02;0.24;-0.02;0.07;-4.17;-1.11;263.56;-699.56;153.00;1.05;-82.21;83.19;6.36 
1.469;1.02;0.24;0.00;-0.63;-2.50;-0.49;263.56;-699.56;162.00;1.05;-81.99;83.02;6.50 
1.499;1.03;0.23;0.00;-0.83;-1.25;-2.16;259.57;-699.56;160.00;1.06;-81.86;82.91;6.59 
1.528;1.01;0.26;0.00;-0.77;-1.39;-1.60;264.56;-696.68;159.00;1.04;-81.65;82.72;6.79 
1.558;1.04;0.22;-0.05;-0.21;-2.57;-1.18;261.56;-698.60;160.00;1.06;-81.46;82.55;6.94 
1.588;1.02;0.23;0.00;-0.42;-2.37;-1.25;263.56;-696.68;162.00;1.05;-81.27;82.39;7.08 
1.618;1.02;0.24;-0.02;0.07;-1.25;0.28;267.55;-697.64;159.00;1.05;-81.13;82.27;7.19 
1.649;1.02;0.23;-0.02;0.00;-2.16;-0.56;263.56;-697.64;161.00;1.05;-80.95;82.13;7.31 
1.678;1.02;0.26;0.00;-0.49;-0.21;-0.21;265.56;-698.60;160.00;1.05;-80.79;81.98;7.44 
1.708;1.02;0.22;-0.03;-0.49;-0.28;-0.49;262.56;-696.68;162.00;1.04;-80.72;81.92;7.49 
1.737;1.00;0.25;0.00;-0.21;-1.04;-0.49;264.56;-695.72;163.00;1.03;-80.60;81.81;7.61 
1.767;1.02;0.25;0.00;-0.42;-2.16;0.56;265.56;-698.60;164.00;1.05;-80.52;81.75;7.64 
1.796;1.06;0.22;-0.02;-0.28;-1.74;2.23;266.55;-695.72;164.00;1.08;-80.40;81.66;7.72 
1.826;1.02;0.24;0.00;-0.21;-0.14;1.46;260.56;-697.64;164.00;1.05;-80.34;81.61;7.75 
1.856;1.02;0.22;-0.05;0.28;0.28;0.90;265.56;-697.64;164.00;1.04;-80.29;81.56;7.81 
1.886;1.02;0.22;-0.03;0.28;-1.04;0.70;262.56;-695.72;168.00;1.04;-80.25;81.53;7.82 
1.916;1.00;0.24;-0.05;0.35;-1.88;0.42;264.56;-695.72;165.00;1.03;-80.18;81.47;7.85 
1.947;1.02;0.27;-0.06;-0.07;-1.04;0.00;263.56;-693.81;164.00;1.06;-80.06;81.37;7.95 
1.977;1.01;0.24;-0.04;-0.49;-0.42;-0.49;263.56;-693.81;165.00;1.04;-79.97;81.29;8.01 
2.006;1.00;0.26;0.00;-0.49;-0.97;-1.11;261.56;-695.72;168.00;1.03;-79.90;81.23;8.06 
2.037;1.02;0.22;-0.02;-0.56;-1.74;-1.46;262.56;-693.81;163.00;1.04;-79.80;81.14;8.12 
2.067;1.02;0.22;-0.02;-0.56;-2.09;-1.32;262.56;-695.72;167.00;1.04;-79.60;80.98;8.27 
2.097;1.03;0.23;0.00;0.21;-1.74;-0.21;263.56;-692.85;165.00;1.06;-79.45;80.85;8.38 
2.127;1.02;0.25;-0.08;0.07;-1.18;-0.70;262.56;-697.64;166.00;1.05;-79.33;80.74;8.48 
2.158;1.02;0.24;-0.06;0.14;-0.28;-0.83;263.56;-692.85;168.00;1.05;-79.19;80.61;8.61 
