Time(s) acc_x(g) acc_y(g) acc_z(g) gyr_x(°/s) gyr_y(°/s) gyr_z(°/s) mag_x(G) mag_y(G) mag_z(G) SVM(g) yaw(°) pitch(°) roll(°)
0.000;-0.54;0.06;0.55;-59.13;40.07;165.84;368.76;-324.93;-371.00;0.77;-169.94;-21.60;11.54 
0.030;-0.70;0.30;0.36;-60.66;60.45;162.92;356.80;-335.51;-379.00;0.84;-175.02;-22.39;11.99 
0.061;-0.58;0.09;0.62;-62.12;100.38;146.37;340.85;-341.28;-388.00;0.85;179.76;-24.16;12.56 
0.091;-0.52;-0.06;0.99;-59.34;71.03;115.27;334.87;-336.47;-390.00;1.12;175.22;-26.15;12.62 
0.120;-0.59;0.23;0.97;-42.23;43.27;109.43;317.93;-332.63;-396.00;1.16;171.60;-27.09;12.94 
0.150;-0.46;0.31;0.86;-34.50;33.67;107.83;310.95;-330.70;-397.00;1.02;168.24;-27.40;13.69 
0.180;-0.33;0.37;0.60;-40.14;33.32;116.94;297.99;-335.51;-401.00;0.78;164.55;-27.31;14.71 
0.210;-0.43;0.34;0.45;-41.88;68.66;120.83;292.02;-337.43;-407.00;0.71;160.51;-27.61;15.89 
0.239;-0.54;0.33;0.74;-45.36;96.97;112.56;282.05;-330.70;-409.00;0.97;156.36;-28.90;16.94 
0.269;-0.80;0.22;0.94;-44.45;62.12;107.69;270.09;-323.97;-415.00;1.25;152.04;-30.29;17.72 
0.299;-0.72;0.28;0.69;-36.17;31.79;105.88;261.12;-318.21;-418.00;1.04;148.17;-30.54;18.62 
0.329;-0.54;0.24;0.57;-26.71;30.75;97.04;262.12;-321.09;-419.00;0.82;144.78;-30.32;19.79 
0.360;-0.52;0.30;0.58;-23.51;37.08;85.01;255.14;-320.13;-420.00;0.83;141.72;-30.17;20.98 
0.390;-0.54;0.36;0.61;-23.03;31.72;78.33;250.16;-319.17;-421.00;0.89;138.92;-30.12;22.05 
0.419;-0.62;0.26;0.70;-28.87;14.05;75.48;247.17;-316.28;-435.00;0.97;136.49;-29.82;22.92 
