Time(s) acc_x(g) acc_y(g) acc_z(g) gyr_x(°/s) gyr_y(°/s) gyr_z(°/s) mag_x(G) mag_y(G) mag_z(G) SVM(g) yaw(°) pitch(°) roll(°)
0.000;0.02;-0.26;0.81;8.56;4.17;8.00;-199.67;-365.51;-298.00;0.85;158.42;-5.43;-1.32 
0.030;0.02;-0.22;0.82;1.60;0.70;1.18;-193.71;-365.51;-300.00;0.85;158.33;-5.48;-1.18 
0.060;-0.06;-0.10;0.82;-6.26;0.21;-3.34;-192.71;-365.51;-301.00;0.83;158.44;-5.42;-1.45 
0.089;0.00;-0.18;0.83;-8.77;-2.16;-2.30;-195.69;-366.46;-297.00;0.85;158.57;-5.32;-1.83 
0.119;0.00;-0.24;0.78;-5.08;3.41;-2.99;-196.69;-363.61;-298.00;0.82;158.69;-5.23;-2.26 
0.149;0.01;-0.22;0.82;-5.63;2.85;-3.83;-201.65;-364.56;-294.00;0.85;158.85;-5.29;-2.48 
0.179;0.02;-0.20;0.89;-1.18;-0.56;-5.29;-202.65;-365.51;-294.00;0.91;159.06;-5.20;-2.81 
0.209;-0.03;-0.18;0.92;-1.67;-6.19;-0.83;-200.66;-367.41;-298.00;0.94;159.24;-5.03;-3.00 
0.238;0.00;-0.22;0.81;-0.28;-5.29;0.14;-200.66;-367.41;-296.00;0.84;159.29;-4.82;-3.05 
0.269;-0.12;-0.17;0.88;-3.83;-1.74;-1.18;-198.67;-367.41;-296.00;0.90;159.29;-4.64;-3.07 
0.299;0.00;-0.26;0.97;2.57;-5.84;5.50;-197.68;-366.46;-293.00;1.00;159.27;-4.18;-3.50 
0.328;-0.03;-0.26;0.97;3.20;-6.96;6.12;-198.67;-366.46;-295.00;1.00;159.02;-3.59;-3.52 
0.359;-0.03;-0.18;0.86;-0.49;2.71;6.05;-200.66;-366.46;-297.00;0.88;158.87;-3.47;-3.47 
0.388;-0.06;-0.18;0.98;-5.01;7.72;8.90;-198.67;-364.56;-296.00;1.00;158.72;-3.57;-3.70 
0.418;-0.04;-0.24;1.07;-5.57;10.30;11.55;-201.65;-361.71;-293.00;1.10;158.45;-3.80;-4.00 
0.448;-0.08;-0.11;0.98;-8.42;8.70;11.76;-204.63;-358.86;-294.00;0.99;158.15;-4.15;-4.30 
0.478;0.00;-0.19;1.08;6.19;21.98;22.68;-205.63;-357.92;-295.00;1.10;157.70;-4.67;-4.38 
0.508;-0.06;-0.30;1.02;21.36;32.49;31.30;-198.67;-348.42;-298.00;1.06;156.98;-5.40;-4.07 
0.538;-0.12;-0.27;1.15;26.43;37.70;33.18;-194.70;-334.18;-303.00;1.19;156.15;-6.51;-3.45 
0.569;-0.04;-0.25;1.13;33.74;37.77;40.90;-189.73;-324.69;-308.00;1.16;155.14;-7.74;-2.67 
0.599;-0.16;-0.16;1.07;34.99;42.02;41.32;-180.79;-311.40;-311.00;1.09;154.07;-8.92;-1.59 
0.629;-0.18;-0.22;0.98;35.27;38.61;46.40;-176.82;-302.85;-317.00;1.02;152.97;-10.08;-0.55 
0.658;-0.18;-0.14;0.96;29.43;41.04;42.64;-169.86;-285.76;-324.00;0.99;151.84;-11.21;0.47 
0.688;-0.14;-0.15;0.88;30.12;33.04;45.84;-154.96;-278.17;-326.00;0.90;150.69;-12.22;1.43 
0.718;-0.25;-0.19;0.94;19.69;39.03;44.73;-150.00;-267.72;-330.00;0.99;149.50;-13.14;2.32 
0.748;-0.30;-0.23;0.91;20.45;36.66;41.60;-143.04;-253.48;-332.00;0.99;148.31;-14.27;3.02 
0.778;-0.32;-0.09;0.82;23.03;34.02;30.12;-136.09;-243.04;-336.00;0.88;147.34;-15.28;3.83 
0.808;-0.26;-0.09;0.86;24.49;32.97;17.74;-127.15;-230.70;-338.00;0.90;146.76;-16.23;4.47 
0.838;-0.25;-0.02;0.86;22.12;35.34;12.73;-119.20;-225.00;-339.00;0.90;146.50;-17.19;5.26 
0.869;-0.22;-0.02;0.80;9.81;40.70;9.04;-111.26;-219.31;-339.00;0.83;146.33;-18.21;5.85 
0.899;-0.14;-0.02;0.88;27.27;40.97;10.85;-112.25;-212.66;-338.00;0.89;146.08;-19.39;6.37 
0.928;-0.24;0.06;1.01;18.92;35.76;14.19;-103.31;-200.32;-341.00;1.04;145.89;-20.44;7.09 
0.958;-0.21;0.00;0.95;20.94;22.54;9.67;-96.36;-194.62;-342.00;0.97;145.69;-21.03;7.63 
0.988;-0.22;0.05;0.90;34.16;18.37;3.13;-92.38;-187.98;-345.00;0.93;145.81;-21.42;8.33 
1.018;-0.26;0.01;1.02;19.97;12.59;1.74;-83.44;-184.18;-348.00;1.05;146.17;-21.76;9.12 
1.048;-0.33;0.08;0.95;27.55;0.83;3.48;-76.49;-185.13;-353.00;1.01;146.59;-21.78;9.74 
1.077;-0.30;0.02;0.89;32.70;-7.72;5.15;-72.52;-187.03;-351.00;0.94;147.12;-21.59;10.62 
1.107;-0.25;0.03;0.90;43.13;-13.84;4.87;-63.58;-184.18;-362.00;0.93;147.66;-21.14;11.58 
1.137;-0.26;0.02;0.90;47.79;-37.29;1.88;-55.63;-193.67;-370.00;0.94;148.39;-20.36;12.80 
1.168;-0.26;0.05;0.76;47.30;-58.78;-1.04;-40.73;-203.17;-381.00;0.80;149.50;-18.88;14.06 
1.197;-0.21;0.06;0.69;43.34;-69.70;-7.93;-29.80;-214.56;-390.00;0.72;150.71;-17.04;15.24 
1.226;-0.26;0.08;0.69;38.33;-70.19;-18.16;-22.85;-232.60;-394.00;0.74;152.06;-15.22;16.12 
