Time(s) acc_x(g) acc_y(g) acc_z(g) gyr_x(°/s) gyr_y(°/s) gyr_z(°/s) mag_x(G) mag_y(G) mag_z(G) SVM(g) yaw(°) pitch(°) roll(°)
0.000;-0.23;0.51;0.74;0.07;2.43;-2.92;235.80;-45.05;-356.00;0.93;-156.17;-14.22;34.92 
0.030;-0.21;0.50;0.74;-0.90;1.67;-1.39;233.81;-42.17;-354.00;0.92;-156.33;-14.23;34.83 
0.060;-0.21;0.49;0.72;-0.49;3.97;-0.28;237.80;-42.17;-356.00;0.90;-156.53;-14.25;34.77 
0.091;-0.18;0.50;0.74;-0.56;4.87;-1.25;237.80;-45.05;-356.00;0.91;-156.74;-14.30;34.71 
0.121;-0.21;0.50;0.73;0.28;0.77;0.49;239.80;-44.09;-354.00;0.91;-156.97;-14.30;34.67 
0.150;-0.23;0.52;0.71;0.63;1.25;-1.60;236.80;-41.22;-355.00;0.91;-157.17;-14.26;34.65 
0.180;-0.24;0.53;0.70;-0.42;4.73;-1.32;237.80;-42.17;-354.00;0.91;-157.32;-14.32;34.62 
0.210;-0.25;0.31;0.69;18.85;-0.42;1.53;232.81;-43.13;-354.00;0.80;-157.49;-14.51;34.55 
0.239;-0.23;0.49;0.81;-17.53;9.88;-8.63;237.80;-40.26;-348.00;0.97;-157.57;-15.08;34.26 
0.268;-0.26;0.54;0.83;-0.14;-4.80;3.90;230.81;-37.38;-350.00;1.02;-157.71;-15.24;34.18 
0.297;-0.26;0.57;0.75;0.21;-14.89;5.36;236.80;-37.38;-350.00;0.98;-158.06;-14.84;34.24 
0.326;-0.25;0.61;0.67;0.42;-9.04;3.34;233.81;-43.13;-351.00;0.94;-158.41;-14.46;34.34 
0.355;-0.18;0.47;0.65;-0.70;0.42;-0.77;237.80;-47.93;-353.00;0.82;-158.65;-14.28;34.33 
0.384;-0.19;0.51;0.70;-2.16;10.30;-4.45;235.80;-43.13;-353.00;0.89;-158.80;-14.39;34.27 
0.414;-0.22;0.54;0.78;-2.43;7.30;-3.55;232.81;-41.22;-345.00;0.97;-158.89;-14.64;34.19 
0.444;-0.23;0.52;0.77;-1.88;1.11;-0.28;232.81;-37.38;-352.00;0.96;-159.06;-14.72;34.08 
0.473;-0.22;0.51;0.77;-0.63;-1.04;2.16;232.81;-39.30;-351.00;0.95;-159.31;-14.65;34.01 
0.502;-0.24;0.51;0.74;0.70;-1.46;2.37;233.81;-42.17;-349.00;0.93;-159.58;-14.56;33.99 
0.532;-0.24;0.46;0.70;1.11;-0.07;1.11;232.81;-40.26;-351.00;0.87;-159.83;-14.49;34.00 
0.562;-0.23;0.47;0.75;1.32;1.39;-0.56;234.80;-43.13;-354.00;0.91;-160.04;-14.48;34.02 
0.591;-0.21;0.51;0.70;0.70;1.67;-0.83;232.81;-42.17;-350.00;0.89;-160.23;-14.48;34.00 
0.620;-0.23;0.50;0.74;0.07;-0.63;-1.39;232.81;-41.22;-350.00;0.92;-160.41;-14.47;33.99 
0.650;-0.26;0.50;0.74;-0.21;1.67;-1.53;233.81;-42.17;-352.00;0.93;-160.59;-14.46;33.97 
0.680;-0.26;0.50;0.75;-0.63;2.16;-1.25;233.81;-40.26;-352.00;0.94;-160.74;-14.51;33.93 
0.710;-0.32;0.49;0.77;-0.97;-0.28;1.11;232.81;-41.22;-352.00;0.97;-160.92;-14.55;33.88 
0.740;-0.31;0.50;0.64;-1.95;0.97;5.15;232.81;-41.22;-350.00;0.87;-161.16;-14.55;33.84 
0.770;-0.22;0.52;0.62;-1.32;13.70;6.89;235.80;-41.22;-348.00;0.84;-161.53;-14.63;33.89 
0.800;-0.14;0.58;0.70;-4.66;16.21;5.15;238.80;-37.38;-346.00;0.92;-161.95;-14.84;33.96 
0.830;-0.10;0.54;0.83;-8.49;-1.95;6.40;235.80;-34.51;-347.00;1.00;-162.42;-14.83;33.89 
0.861;-0.13;0.42;0.78;-4.66;-26.30;0.49;230.81;-41.22;-348.00;0.90;-162.86;-14.24;33.68 
0.891;-0.14;0.35;0.73;3.62;-29.84;-10.43;232.81;-46.01;-351.00;0.82;-163.02;-13.43;33.53 
0.920;-0.21;0.44;0.66;7.58;-13.36;-16.77;229.81;-48.88;-356.00;0.82;-162.81;-13.09;33.50 
0.950;-0.26;0.51;0.66;13.22;-11.90;-14.26;229.81;-49.84;-356.00;0.87;-162.54;-13.10;33.63 
0.980;-0.26;0.56;0.66;10.23;-31.37;-5.50;235.80;-48.88;-362.00;0.90;-162.36;-12.84;33.99 
1.010;-0.21;0.48;0.37;-0.83;-46.82;8.77;232.81;-58.47;-363.00;0.64;-162.60;-11.94;34.32 
1.040;-0.18;0.33;0.16;-8.90;-39.72;10.50;232.81;-68.05;-370.00;0.41;-163.08;-10.77;34.49 
1.070;-0.12;0.28;0.07;-2.43;15.37;-0.14;232.81;-68.05;-375.00;0.31;-163.40;-10.42;34.63 
1.100;0.03;0.30;0.30;4.45;53.08;3.06;232.81;-68.05;-372.00;0.43;-163.65;-11.23;34.99 
1.129;0.16;0.19;0.45;-3.62;29.01;20.59;235.80;-57.51;-358.00;0.51;-164.30;-11.90;35.08 
1.160;0.23;0.14;0.40;-9.11;-3.76;15.23;233.81;-56.55;-359.00;0.48;-165.39;-11.24;34.81 
1.190;-0.05;0.20;0.50;-5.01;-8.35;12.24;236.80;-57.51;-361.00;0.54;-166.16;-10.60;34.54 
1.220;-0.30;0.22;0.58;-4.73;-47.44;24.07;234.80;-59.43;-363.00;0.69;-166.91;-9.71;34.36 
1.250;-0.35;0.26;0.51;0.90;-80.00;13.84;240.80;-76.68;-372.00;0.67;-167.57;-8.08;34.20 
1.280;-0.10;0.20;0.41;4.94;-63.72;5.84;240.80;-88.18;-380.00;0.47;-167.91;-6.25;34.25 
1.310;0.02;0.21;0.33;-2.09;-29.70;-13.50;238.80;-98.73;-388.00;0.39;-168.01;-5.17;34.27 
1.340;-0.07;0.41;0.49;2.99;-26.64;-11.62;236.80;-101.60;-385.00;0.64;-167.86;-4.70;34.19 
1.371;-0.29;0.65;0.83;0.97;-23.30;16.49;231.81;-105.44;-385.00;1.09;-167.96;-4.15;34.38 
1.401;-0.47;0.62;1.26;26.71;-46.82;22.82;228.81;-110.23;-383.00;1.48;-168.98;-3.13;34.48 
1.431;0.30;1.06;1.28;-2.99;-92.87;15.51;228.81;-113.10;-381.00;1.69;-169.24;-1.79;34.24 
1.462;0.39;0.77;0.71;-25.88;-108.87;25.67;227.81;-126.52;-387.00;1.12;-170.46;1.53;33.97 
1.492;0.37;0.62;0.71;-64.56;-95.30;28.52;214.82;-155.28;-397.00;1.01;-171.43;4.89;32.58 
1.522;0.33;0.31;1.50;3.69;-108.03;74.43;202.83;-167.74;-401.00;1.57;-172.36;8.30;30.52 
